J1114-6100 51.1
J1115-6052 60.4
J1116-4122 10.0
J1117-6154 50.7
J1119-6127 55.9
J1119-7936 8.8
J1121-5444 14.3
J1123-4844 9.2
J1123-6102 37.5
J1123-6259 24.4
J1123-6651 15.9
J1126-6054 34.8
J1130-6807 7.9
J1132-4700 7.6
J1133-6250 40.6
J1136+1551 11.5
J1136-5525 16.5
J1137-6700 14.6
J1141-3107 11.0
J1141-3322 10.4
J1141-6545 15.0
J1146-6030 26.9
J1157-6224 30.2
J1159-6409 24.7
J1159-7910 6.7
J1202-5820 17.7
J1204-6843 12.0
J1210-5559 16.1
J1211-6324 41.7
J1215-5328 15.7
J1220-6318 37.3
J1224-6208 23.5
J1224-6407 29.9
J1225-6408 26.1
J1231-4609 11.0
J1232-4742 8.7
J1234-3630 7.5
J1236-5033 13.5
J1237-6725 10.1
J1239+2453 6.9
J1239-6832 17.4
J1240-4124 6.7
J1243-6423 34.0
J1246+2253 6.8
J1251-7407 6.6
J1252-6314 41.9
J1253-5820 19.3
J1257-1027 5.5
J1259-6741 19.3
J1301-6305 41.9
J1302-6350 35.3
J1303-6305 44.4
J1305-6455 30.3
J1306-6617 26.5
J1308-5844 13.3
J1311-1228 8.7
J1312-5402 14.9
J1312-5516 11.7
J1312-6400 42.4
J1313+0931 9.6
J1317-6302 50.8
J1319-6056 31.6
J1319-6105 27.2
J1320-3512 13.5
J1320-5359 8.3
J1324-6302 32.1
J1326-5859 17.7
J1326-6408 34.3
J1326-6700 21.5
J1327-6222 35.9
J1327-6301 41.8
J1328-4357 30.0
J1328-4921 9.0
J1331-5245 13.5
J1332-3032 8.2
J1333-4449 17.8
J1334-5839 24.7
J1336-2522 6.7
J1338-6204 43.3
J1339-4712 14.1
J1340-6456 28.4
J1341-6023 36.2
J1341-6220 44.7
J1345-6115 53.4
J1346-4918 16.0
J1347-5947 23.2
J1349-6130 47.4
J1350-5115 7.3
J1352-6803 19.0
J1355-5153 10.6
J1355-5925 26.7
J1355-6206 56.3
J1356-5521 22.3
J1357-62 48.1
J1357-6429 31.3
J1359-6038 53.1
J1401-6357 28.4
J1403-6310 47.1
J1403-7646 8.5
J1404+1159 5.5
J1406-5806 28.1
J1409-6953 10.9
J1410-7404 10.2
J1412-6111 47.9
J1412-6145 52.1
J1413-6141 53.7
J1413-6222 52.4
J1413-6307 33.9
J1415-6621 16.7
J1416-6037 62.1
J1418-3921 8.4
J1420-5416 12.9
J1420-6048 49.8
J1423-6953 13.8
J1424-5556 13.0
J1424-5822 21.9
J1425-5723 19.3
J1425-6210 32.3
J1427-4158 7.1
J1428-5530 18.8
J1430-6623 14.6
J1433-6038 32.3
J1434-6006 37.6
J1435-5954 49.8
J1437-6146 26.9
J1440-6344 18.5
J1443-5122 10.0
J1449-5846 49.3
J1452-5851 40.9
J1452-6036 57.1
J1453-6413 11.7
J1456-6843 15.6
J1457-5902 38.9
J1502-5653 21.1
J1502-6128 22.1
J1504-5621 23.1
J1507-4352 8.1
J1507-6640 6.4
J1511-5414 11.0
J1511-5835 43.9
J1512-5431 11.8
J1512-5759 45.4
J1513-5739 30.1
J1513-5908 34.5
J1514-4834 14.2
J1515-5720 37.9
J1517-4356 6.2
J1517-4636 10.9
J1518-0627 9.6
J1518-3952 10.4
J1519-6106 24.2
J1519-6308 10.5
J1522-5829 29.2
J1524-5625 31.1
J1524-5706 38.1
J1527-3931 14.3
J1527-5552 30.6
J1528-4109 11.4
J1530-5327 17.9
J1530-6343 5.5
J1531-4012 7.6
J1531-5610 41.2
J1534-4428 11.2
J1534-5334 27.4
J1534-5405 24.3
J1535-4114 12.1
J1535-4415 14.4
J1535-5848 22.8
J1536-3602 12.8
J1536-5907 22.5
J1537-4912 18.3
J1538-5732 28.9
J1539-4828 20.5
J1539-5626 30.6
J1539-6322 15.1
J1542-5034 25.4
J1542-5303 32.5
J1543+0929 9.0
J1543-0620 6.0
J1543-5459 46.5
J1544-5308 43.3
J1546-5302 42.7
J1547-5839 18.6
J1548-4821 22.1
J1548-4927 26.2
J1548-5607 35.8
J1549+2113 14.9
J1549-4848 27.1
J1550-5242 51.0
J1551-4424 21.2
J1551-6214 12.5
J1554-5209 68.6
J1555-2341 8.3
J1555-3134 5.5
J1557-4258 15.0
J1558-5756 18.4
J1559-4438 18.9
J1600-5044 52.8
J1600-5751 12.5
J1601-5335 41.4
J1602-5100 61.7
J1603-2531 5.5
J1603-2712 10.0
J1603-3539 14.7
J1603-5657 14.6
J1604-4718 20.4
J1604-4909 36.5
J1604-7203 5.5
J1605-5257 58.9
J1607-0032 5.5
J1607-6449 5.5
J1609-4616 21.1
J1611-4949 60.5
J1611-5209 63.7
J1611-5847 8.2
J1612+2008 6.4
J1612-5805 18.2
J1613-4714 22.4
J1613-5211 68.5
J1614+0737 6.5
J1614-3937 14.2
J1614-5048 75.1
J1615-5444 30.5
J1615-5537 29.4
J1617-4216 18.0
J1617-4608 24.8
J1618-4723 37.9
J1621-5039 79.6
J1621-5243 42.6
J1622-3751 7.0
J1622-4332 28.9
J1622-4347 24.1
J1622-4802 52.2
J1623-0908 10.8
J1623-4949 77.1
J1624-4411 24.6
J1625-4048 16.7
J1626-4537 41.1
J1626-6621 11.6
J1627+1419 5.7
J1627-5547 17.9
J1627-5936 19.9
J1629-3825 16.2
J1630-4719 84.9
J1632-4621 75.5
J1632-4757 88.3
J1632-4818 61.6
J1633-4453 34.0
J1633-5015 46.3
J1634-5640 13.1
J1635-4944 30.7
J1635-5954 13.6
J1636-2614 7.5
J1636-4440 37.3
J1637-4450 52.8
J1637-4553 84.1
J1637-4642 95.1
J1638-3815 16.6
J1638-4417 45.3
J1638-4608 59.8
J1638-5226 28.2
J1639-4604 87.7
J1640-4715 99.2
J1643-4505 61.8
J1643-4550 79.9
J1645-0317 6.5
J1646-6831 6.3
J1648-3256 16.7
J1648-4611 65.0
J1648-6044 12.5
J1649-3805 25.4
J1649-4349 62.7
J1649-4653 44.4
J1650-1654 9.8
J1650-4126 38.1
J1650-4502 67.0
J1650-4921 34.9
J1651-1709 11.3
J1651-4246 64.2
J1651-5222 14.8
J1651-7642 5.5
J1652-1400 6.8
J1653-3838 28.0
J1653-4249 47.7
J1654-3710 16.6
J1655-3048 10.3
J1656-3621 22.9
J1657-4432 44.8
J1658-4958 25.3
J1659-1305 9.0
J1659-4439 39.4
J1700-3312 14.7
J1700-3919 40.5
J1700-4939 16.7
J1701-3130 15.1
J1701-4533 40.1
J1702-4128 50.0
J1702-4306 53.7
J1703-1846 10.5
J1703-3241 11.1
J1703-4442 34.2
J1703-4851 28.6
J1704-5236 6.6
J1705-1906 12.5
J1705-3423 17.3
J1705-3950 62.4
J1705-4331 40.2
J1706-6118 10.0
J1707-4053 56.3
J1707-4341 37.6
J1707-4729 23.5
J1709-1640 12.1
J1709-3626 25.1
J1709-3841 53.0
J1709-4401 39.1
J1709-4429 27.6
J1711-1509 8.7
J1711-5350 11.3
J1714-1054 11.4
J1715-3903 57.0
J1716-4111 33.1
J1716-4711 26.2
J1717-3425 34.8
J1717-3737 61.5
J1717-4054 36.9
J1717-5800 9.9
J1718-3825 79.1
J1719-4006 35.8
J1719-4302 26.3
J1720-0212 10.2
J1720-1633 13.9
J1720-2933 31.2
J1720-3659 64.9
J1721-3532 62.4
J1722-3207 43.3
J1722-3632 70.7
J1722-3712 65.8
J1722-4400 18.3
J1723-3659 66.7
J1725-3546 68.5
J1726-3635 47.3
J1726-4006 23.5
J1727-2739 31.5
J1728-0007 8.9
J1730-3350 73.6
J1731-4744 11.4
J1733-3716 26.6
J1733-4005 14.4
J1734-0212 5.5
J1735-0724 9.7
J1737-3102 63.8
J1737-3555 21.0
J1738-2647 31.2
J1738-2955 83.9
J1738-3211 59.0
J1739+0612 9.0
J1739-1313 10.1
J1739-2903 83.3
J1739-3023 77.0
J1739-3131 75.9
J1740+1000 9.5
J1740+1311 11.0
J1740-3015 91.8
J1740-3052 84.0
J1741-0840 7.8
J1741-3927 13.6
J1742-4616 7.2
J1743-0339 9.2
J1743-1351 8.9
J1743-3150 49.5
J1743-3153 54.6
J1743-4212 10.2
J1744-1610 21.6
J1744-3130 58.1
J1744-5337 7.4
J1745-0129 10.2
J1745-3040 74.9
J1745-3812 10.0
J1746+2245 5.5
J1748-1300 12.4
J1749-2629 70.0
J1750-3157 33.1
J1750-3503 15.9
J1751-3323 20.8
J1751-4657 5.5
J1752-2806 89.2
J1754-3443 15.4
J1754-3510 11.9
J1755-0903 16.8
J1755-2025 37.5
J1757-2421 60.4
J1758-1931 59.2
J1759-2205 64.2
J1759-2307 91.0
J1759-2549 57.7
J1759-3107 20.5
J1801-0357 13.0
J1801-2304 101.7
J1801-2451 82.2
J1801-2920 21.2
J1802-1745 61.2
J1803-1920 67.8
J1803-2137 73.5
J1803-3329 20.5
J1805+0306 10.0
J1805-0619 15.9
J1805-2032 80.5
J1806-1154 18.2
J1806-2125 90.6
J1807+0756 11.8
J1807-0847 18.2
J1807-2715 26.6
J1808-0813 16.5
J1808-1020 20.6
J1808-1517 26.2
J1808-3249 13.2
J1809-0119 19.6
J1809-0743 18.0
J1809-1429 24.6
J1809-1917 54.0
J1809-2109 59.6
J1810-1820 85.1
J1810-5338 9.2
J1811+0702 5.9
J1811-0154 9.9
J1811-1736 88.4
J1811-2439 47.1
J1811-4930 5.7
J1812+0226 12.4
J1812-1718 84.4
J1812-1733 51.5
J1812-3039 18.0
J1813+1822 6.6
J1813-2113 38.3
J1814-0521 21.7
J1815-1738 80.8
J1816-1729 58.0
J1816-5643 8.6
J1817-3618 9.7
J1817-3837 8.9
J1818-1422 69.0
J1819+1305 5.5
J1819-0925 22.4
J1819-1008 32.9
J1819-1114 34.9
J1819-1458 82.1
J1819-1510 82.5
J1820-0427 11.9
J1820-0509 16.6
J1820-1346 72.1
J1820-1818 29.2
J1821+1715 9.3
J1821-0256 14.0
J1821-0331 25.7
J1822-1400 61.9
J1822-4209 5.6
J1823+0550 7.8
J1823-0154 18.4
J1823-3106 8.6
J1824-0127 16.5
J1824-1118 64.2
J1824-1159 78.1
J1824-1423 60.0
J1824-1945 25.0
J1825+0004 14.3
J1825-0935 38.4
J1825-1446 38.3
J1826-1131 49.1
J1826-1334 41.4
J1827-0750 25.6
J1827-0934 52.0
J1827-0958 43.1
J1828+1359 12.7
J1828-0611 25.9
J1828-1057 75.3
J1828-1101 51.9
J1828-2119 33.7
J1829+0000 17.0
J1829-0734 28.5
J1829-1751 18.2
J1830-0131 17.0
J1830-1059 49.8
J1831-0823 51.1
J1832-0644 39.2
J1832-0827 47.2
J1832-1021 63.6
J1833-0338 17.8
J1833-0827 48.7
J1834-0010 24.7
J1834-0031 19.8
J1834-0426 26.9
J1834-0731 81.1
J1834-0742 53.9
J1834-1202 32.3
J1835-0643 59.2
J1835-0944 60.8
J1835-1020 35.0
J1835-1106 34.8
J1836-0436 33.3
J1836-1008 40.0
J1837+1221 7.8
J1837-0045 18.5
J1837-0559 50.0
J1837-0604 50.6
J1837-0653 47.2
J1837-1837 15.3
J1838+1523 10.0
J1838-0453 57.1
J1838-0549 58.8
J1839-0402 51.3
J1839-0459 64.2
J1839-0643 58.3
J1839-1238 12.0
J1840-0559 68.8
J1840-0809 42.9
J1840-0815 38.8
J1840-1207 20.6
J1841+0912 10.2
J1841-0157 34.7
J1841-0345 47.6
J1841-0425 69.7
J1841-7845 9.0
J1842+0257 15.8
J1842+0638 19.0
J1842+1332 8.9
J1842-0153 63.1
J1842-0359 52.0
J1842-0415 61.1
J1842-0905 19.0
J1843-0000 24.6
J1843-0137 64.5
J1843-0211 39.9
J1843-0355 52.0
J1843-0459 44.6
J1843-0702 43.1
J1843-0806 29.8
J1843-1507 17.0
J1844+1454 7.0
J1844-0030 30.1
J1844-0244 77.7
J1844-0433 48.6
J1844-0538 46.9
J1845+0623 11.9
J1845-0434 41.8
J1845-0545 27.5
J1845-0635 28.4
J1845-0743 23.8
J1845-0826 34.1
J1845-1114 16.4
J1846+0051 23.6
J1846-0749 24.9
J1847-0402 42.1
J1847-0438 30.3
J1847-0605 28.8
J1848+0604 16.6
J1848+1516 13.8
J1848-0023 45.1
J1848-0123 51.6
J1848-1150 21.1
J1849+0409 24.2
J1849+2423 5.9
J1849-0317 43.6
J1849-0614 26.2
J1849-0636 27.8
J1850+0026 37.0
J1850+1335 7.1
J1850-0006 53.8
J1851+0418 23.8
J1851+1259 6.5
J1851-0029 44.1
J1851-0053 43.0
J1851-0114 71.6
J1852+0013 61.7
J1852-0118 33.4
J1852-0127 43.0
J1852-0635 16.4
J1852-2610 10.5
J1853+0545 30.2
J1853-0004 43.1
J1854+0319 52.0
J1854-1421 20.6
J1855+0307 39.9
J1855-0941 10.7
J1856+0102 70.6
J1856+0245 52.0
J1856-0526 19.7
J1857+0057 46.2
J1857+0212 51.0
J1857+0526 45.7
J1859+1526 16.0
J1900+0634 42.9
J1900-0051 39.0
J1900-0933 17.1
J1900-2600 15.4
J1900-7951 8.0
J1901+0124 40.9
J1901+0156 44.1
J1901+0331 58.7
J1901+0716 48.3
J1901-0312 30.1
J1901-0906 22.2
J1902+0556 51.9
J1902+0615 58.1
J1902-1036 19.0
J1903+0135 39.8
J1903+0601 60.1
J1903-0632 21.2
J1904+0004 30.0
J1904+0738 47.8
J1904+0800 44.6
J1904+1011 26.1
J1904-1224 19.8
J1905+0600 58.5
J1905+0616 60.2
J1905+0709 52.1
J1905-0056 33.3
J1906+0414 45.6
J1906+0641 63.4
J1906+0746 9.6
J1906+0912 44.7
J1907+0631 55.0
J1907+0731 56.2
J1907+0740 59.9
J1907+1149 25.4
J1907-1532 13.4
J1908+0500 50.6
J1908+0734 53.2
J1908+0909 53.6
J1908+0916 52.5
J1909+0007 29.1
J1909+0254 26.3
J1909+0749 47.4
J1909+0912 45.6
J1909+1102 39.5
J1910+0225 29.2
J1910+0358 31.2
J1910+0517 46.8
J1910+0714 43.3
J1910+0728 47.7
J1910+1231 27.1
J1910-0309 26.4
J1912+2104 14.3
J1913+0832 45.4
J1913+0904 45.2
J1913+1000 45.5
J1913+1011 45.2
J1913+1145 43.8
J1913+1400 28.2
J1913-0440 25.0
J1914+0219 27.3
J1914+0631 42.5
J1914+1122 47.3
J1915+0227 24.4
J1915+0738 28.9
J1915+0838 47.5
J1915+1009 43.2
J1915+1606 20.1
J1916+0844 29.2
J1916+0951 37.0
J1916+1030 48.9
J1916+1312 39.6
J1917+0834 37.7
J1917+1353 44.1
J1918+1444 48.4
J1918-1052 15.7
J1919+0021 17.0
J1919+0134 27.0
J1920-0950 9.2
J1921+0812 29.9
J1921+1419 71.8
J1921+1948 17.2
J1921+2003 14.2
J1922+1733 29.2
J1923+1706 30.2
J1926+0431 17.9
J1926+1434 47.0
J1926+1648 34.3
J1926-0652 15.5
J1927+1852 26.5
J1927+1856 28.6
J1927+2234 17.5
J1928+1746 29.4
J1929+1357 29.2
J1929+1955 28.8
J1929+2121 17.6
J1931+1536 30.4
J1932+1059 20.8
J1932+2220 20.0
J1932-3655 12.4
J1933+1304 20.4
J1935+1616 24.3
J1935+2025 24.6
J1938+0650 20.5
J1941+0121 15.3
J1941+1341 15.6
J1941-2602 13.1
J1943+0609 15.1
J1943-1237 10.7
J1945-0040 14.1
J1946+1805 15.3
J1946+2244 17.9
J1946-1312 11.2
J1946-2913 12.8
J1949-2524 8.5
J1954+2407 17.9
J1956+0838 17.7
J2005-0020 12.6
J2006-0807 12.7
J2007+0910 8.8
J2013-0649 5.5
J2017+2043 10.6
J2037+1942 9.1
J2038-3816 9.2
J2043+2740 11.8
J2045+0912 6.2
J2046+1540 9.0
J2046-0421 7.6
J2048-1616 11.7
J2053-7200 11.0
J2108-3429 11.3
J2116+1414 8.4
J2124+1407 6.5
J2127-6648 9.9
J2136-1606 9.2
J2154-2812 6.0
J2155-3118 10.2
J2215+1538 12.7
J2234+2114 7.4
J2248-0101 7.9
J2253+1516 11.0
J2317+2149 9.7
J2324-6054 5.5
J2330-2005 11.9
J2346-0609 8.4
